,Medication,odds ratio,p-val,weight,weight_modi,color,color_clicked,95% CI (LL),95% CI (UL),Disease
39,"Indomethacin, Oral",9.987744275477873,1.0356102153919716e-74,2.4661601224759857,2.4661601224759857,#c9c9c9,#FF0000,7.804606781967671,12.781558187251951,Neonatal Anemia
40,"Acetaminophen, Oral",1.4694343421239542,9.568421935387717e-73,2.400638656066669,2.400638656066669,#c9c9c9,#FF0000,1.4092544367453574,1.5321841319158591,Other Respiratory Disorder
41,"Methyldopa, Oral",3.0449695951086246,4.1649097315508026e-71,2.3460131468955217,2.3460131468955217,#c9c9c9,#FF0000,2.694162809621629,3.4414549120875613,Neonatal Anemia
42,"Nitrofurantoin, Oral",1.6135746624507272,7.906899722562133e-71,2.3367331256335837,2.3367331256335837,#c9c9c9,#FF0000,1.5307393702160554,1.7008925503336936,Newborn Respiratory Distress Syndrome (RDS)
43,"Sertraline, Oral",1.804549868088512,1.5172896472728443e-68,2.260631050181097,2.260631050181097,#c9c9c9,#FF0000,1.6890820136894429,1.9279112559521896,Other Respiratory Disorder
44,"Sertraline, Oral",1.792559168997687,6.319855161651594e-68,2.239976429158605,2.239976429158605,#c9c9c9,#FF0000,1.6785986100930177,1.914256544141675,Bronchopulmonary Dysplasia (BPD)
45,"Tramadol, Oral",41.10600784108328,1.6028037792066233e-66,2.1931706547409067,2.1931706547409067,#c9c9c9,#FF0000,26.934598610875977,62.73358311524682,Neonatal Abstinence Syndrome (NAS)
46,"Insulin lispro, Injection",3.0162450395035583,3.744581811295305e-65,2.147553222551535,2.147553222551535,#c9c9c9,#FF0000,2.656666522623787,3.4244923331004613,Bronchopulmonary Dysplasia (BPD)
47,"Ondansetron, Oral",1.7188874510544572,1.4720554277876571e-63,2.094402527901918,2.094402527901918,#c9c9c9,#FF0000,1.6138057717433758,1.8308114403387568,Newborn Respiratory Distress Syndrome (RDS)
48,"Insulin lispro, Injection",2.9842616297953626,1.58394684841017e-62,2.0600086465290395,2.0600086465290395,#c9c9c9,#FF0000,2.62464644103134,3.3931493917974667,Other Respiratory Disorder
49,"Progesterone, Oral",3.4881110321750857,6.544983008113915e-62,2.03946971588713,2.03946971588713,#c9c9c9,#FF0000,3.0098242616942854,4.042401653687435,Bronchopulmonary Dysplasia (BPD)
50,"Labetalol, Oral",2.551652079405665,8.848366992049201e-61,2.00177122910021,2.00177122910021,#c9c9c9,#FF0000,2.2821303188274635,2.85300461617832,Small for Gestational Age (SGA)
51,"Indomethacin, Oral",5.059025385613802,2.2148244562731641e-60,1.988488689653945,1.988488689653945,#c9c9c9,#FF0000,4.16752321075103,6.141234627382587,Other Respiratory Disorder
52,"Hydroxyprogesterone caproate, Route Not Applicable",3.60885236012233,3.353285826277257e-60,1.982484314224761,1.982484314224761,#c9c9c9,#FF0000,3.094702647043624,4.208422211291347,Newborn Respiratory Distress Syndrome (RDS)
53,"Insulin Human Isophane (NPH), Subcutaneous",2.3547489142442988,8.29246569575899e-60,1.9693772105464185,1.9693772105464185,#c9c9c9,#FF0000,2.124466875589789,2.609992423438167,Neonatal Hypoglycemia
54,"Ondansetron, Oral",5.60553016510981,6.811456137080622e-55,1.8055586678569528,1.8055586678569528,#c9c9c9,#FF0000,4.514264671175283,6.960595073787587,Neonatal Abstinence Syndrome (NAS)
55,"Progesterone, Oral",3.2912548814400813,1.1345147809387496e-53,1.764839661385662,1.764839661385662,#c9c9c9,#FF0000,2.828901368569982,3.829175104849608,Other Respiratory Disorder
56,"Labetalol, Oral",2.0861808197516263,9.896015505191354e-53,1.7334846544306932,1.7334846544306932,#c9c9c9,#FF0000,1.898441782080372,2.292485581480589,Neonatal Sepsis
57,"Oxycodone, Oral",2.080797141109384,2.0110094057615093e-52,1.72321952993816,1.72321952993816,#c9c9c9,#FF0000,1.8936297276993743,2.286464285554537,Newborn Respiratory Distress Syndrome (RDS)
58,"Fluoxetine, Oral",2.235000271729616,3.033257817059968e-52,1.7172696891500152,1.7172696891500152,#c9c9c9,#FF0000,2.014975325450825,2.4790508109640683,Other Respiratory Disorder
59,"Progesterone, Vaginal",17.062483508750272,1.050719833497486e-50,1.6659504356625676,1.6659504356625676,#c9c9c9,#FF0000,11.770702841739103,24.733301604899,Retinopathy of Prematurity (ROP)
60,"Fluoxetine, Oral",2.201760490443277,1.0822208543002936e-50,1.6655228033835496,1.6655228033835496,#c9c9c9,#FF0000,1.985661344059375,2.441377665824199,Bronchopulmonary Dysplasia (BPD)
61,"Labetalol, Oral",3.944448648444724,1.1452054456727142e-49,1.631370553183051,1.631370553183051,#c9c9c9,#FF0000,3.289637089258973,4.72960229899468,Intraventricular Hemorrhage (IVH)
62,"Ondansetron, Oral",1.5068972276809518,1.2964056697732324e-49,1.629575302608928,1.629575302608928,#c9c9c9,#FF0000,1.4272928790162345,1.5909413465004123,Bronchopulmonary Dysplasia (BPD)
63,"Nifedipine, Oral",1.878469160648161,2.4068857476969844e-49,1.6206181508244066,1.6206181508244066,#c9c9c9,#FF0000,1.7276751365328291,2.042424708725995,Neonatal Sepsis
64,"Hydromorphone, Oral",51.21796185748676,4.346741950992912e-49,1.6120612047134173,1.6120612047134173,#c9c9c9,#FF0000,30.333050585543507,86.48255174457142,Neonatal Abstinence Syndrome (NAS)
65,"Alprazolam, Oral",24.663040131947884,1.1515526114854684e-48,1.597957207181514,1.597957207181514,#c9c9c9,#FF0000,16.06740391630829,37.85711442361184,Neonatal Abstinence Syndrome (NAS)
66,"Terbutaline, Oral",2.1509489037228784,8.740683754584038e-48,1.5686151530875192,1.5686151530875192,#c9c9c9,#FF0000,1.9397145858571825,2.385186573406165,Newborn Respiratory Distress Syndrome (RDS)
67,"Sertraline, Oral",1.812745458552304,1.2439347118610482e-46,1.5301734137690564,1.5301734137690564,#c9c9c9,#FF0000,1.6711906243776773,1.96629040970456,Transient Tachypnea of the Newborn (TTN)
68,"Promethazine, Oral",6.612227210850997,2.3924762006627424e-46,1.5207050791235568,1.5207050791235568,#c9c9c9,#FF0000,5.103424162433288,8.567100694815094,Neonatal Abstinence Syndrome (NAS)
69,"Ondansetron, Oral",1.4890274603424842,1.3278958829538189e-45,1.4958945325197988,1.4958945325197988,#c9c9c9,#FF0000,1.4092688838959466,1.5733000302429836,Other Respiratory Disorder
70,"Sertraline, Oral",6.36657954321267,3.16535931945209e-45,1.483319232780134,1.483319232780134,#c9c9c9,#FF0000,4.923356544587796,8.232866076825575,Neonatal Abstinence Syndrome (NAS)
71,"Methyldopa, Oral",2.144276961358707,5.562212176913764e-45,1.4751584149499533,1.4751584149499533,#c9c9c9,#FF0000,1.9281602760822976,2.384616955368436,Neonatal Sepsis
72,"Duloxetine, Oral",32.09548333958802,3.984308480551297e-44,1.4466549014730137,1.4466549014730137,#c9c9c9,#FF0000,19.70305929204137,52.28223879008815,Neonatal Abstinence Syndrome (NAS)
73,"Indomethacin, Oral",5.521141060949677,6.056272113018265e-44,1.4405931539960204,1.4405931539960204,#c9c9c9,#FF0000,4.339338414644842,7.024803253884832,Neonatal Sepsis
74,"Progesterone, Vaginal",7.704986431400833,1.9200956075387387e-43,1.4238892381961188,1.4238892381961188,#c9c9c9,#FF0000,5.767834021767621,10.29273999286777,Newborn Respiratory Distress Syndrome (RDS)
75,"Digoxin, Oral",20.601925395502967,3.747850356721091e-43,1.414207258594834,1.414207258594834,#c9c9c9,#FF0000,13.394334909408078,31.68797352556469,Neonatal Arrhythmia
76,"Labetalol, Oral",1.844833452199432,1.7197431548721423e-42,1.3921512136835292,1.3921512136835292,#c9c9c9,#FF0000,1.689669595018101,2.0142461439732617,Transient Tachypnea of the Newborn (TTN)
77,"Nifedipine, Oral",1.875565268216431,1.772434870204827e-42,1.3917143238137688,1.3917143238137688,#c9c9c9,#FF0000,1.7137250406896265,2.0526893123556063,Neonatal Hypoglycemia
78,"Metformin, Oral",2.246491802848197,3.4613655565836255e-42,1.3820250844073922,1.3820250844073922,#c9c9c9,#FF0000,1.9993432855326043,2.5241915466856644,Newborn Respiratory Distress Syndrome (RDS)
79,"Labetalol, Oral",1.3502721276990712,3.9659972654016916e-41,1.3467215863193795,1.3467215863193795,#c9c9c9,#FF0000,1.2923778448839878,1.4107598842385312,Neonatal Jaundice
80,"Butalbital, Oral",2.1157101752486565,4.0049099987398654e-41,1.3465802413084202,1.3465802413084202,#c9c9c9,#FF0000,1.896536699133404,2.360212458686432,Newborn Respiratory Distress Syndrome (RDS)
81,"Caffeine, Oral",2.1163648828014177,1.7218836907740096e-40,1.3254665395823544,1.3254665395823544,#c9c9c9,#FF0000,1.8953493428321533,2.3631529111473704,Newborn Respiratory Distress Syndrome (RDS)
82,"Insulin lispro, Injection",2.851466050503216,2.7932706970319147e-40,1.3184628991533185,1.3184628991533185,#c9c9c9,#FF0000,2.443069309117691,3.328132610412452,Newborn Respiratory Distress Syndrome (RDS)
83,"Nifedipine, Oral",3.16826780362096,6.699710990063207e-40,1.3057981310449374,1.3057981310449374,#c9c9c9,#FF0000,2.6703793994171687,3.7589867857923256,Intraventricular Hemorrhage (IVH)
84,"Terbutaline, Oral",1.4532907776376318,3.01688194107673e-39,1.284014722821171,1.284014722821171,#c9c9c9,#FF0000,1.3742772282296865,1.5368471811814084,Neonatal Jaundice
85,"Insulin Human Isophane (NPH), Subcutaneous",1.6866680753287058,3.4842467550274506e-39,1.281929703191874,1.281929703191874,#c9c9c9,#FF0000,1.5597367938843585,1.8239290164132416,Bronchopulmonary Dysplasia (BPD)
86,"Nitrofurantoin, Oral",1.3587871670507548,3.6266902846955726e-39,1.2813496510366755,1.2813496510366755,#c9c9c9,#FF0000,1.2978327930204858,1.4226043410760636,Bronchopulmonary Dysplasia (BPD)
87,"Progesterone, Oral",4.957993630984119,7.464310963311202e-39,1.2709003425389929,1.2709003425389929,#c9c9c9,#FF0000,3.897449876340405,6.307124305588405,Anemia of Prematurity (AOP)
88,"Insulin Human Isophane (NPH), Subcutaneous",1.6828331076728569,4.18142284873537e-38,1.2459558637318424,1.2459558637318424,#c9c9c9,#FF0000,1.554936134325144,1.8212498930118224,Other Respiratory Disorder
89,"Insulin aspart, Injection",2.66744680167167,1.1366593999767114e-37,1.2314789884057666,1.2314789884057666,#c9c9c9,#FF0000,2.296125216489646,3.09881725467323,Bronchopulmonary Dysplasia (BPD)
90,"Insulin aspart, Injection",3.0504878522825982,1.1671434748741766e-37,1.231095858454125,1.231095858454125,#c9c9c9,#FF0000,2.5724921713416182,3.617300079895157,Newborn Respiratory Distress Syndrome (RDS)
91,"Progesterone, Oral",4.559693805610632,2.805297004569834e-37,1.2184007050671006,1.2184007050671006,#c9c9c9,#FF0000,3.6116662621294218,5.756569431380907,Neonatal Anemia
92,"Zolpidem, Oral",5.752018599864425,3.653055580634152e-37,1.214578124000646,1.214578124000646,#c9c9c9,#FF0000,4.394457712939362,7.528964922285245,Neonatal Abstinence Syndrome (NAS)
93,"Nifedipine, Oral",1.6578090085137416,4.781599087095703e-37,1.2106808946696666,1.2106808946696666,#c9c9c9,#FF0000,1.53355182185737,1.792134226922086,Transient Tachypnea of the Newborn (TTN)
94,"Insulin Human Isophane (NPH), Subcutaneous",1.8214705714195505,6.283870850928808e-37,1.2067257583121644,1.2067257583121644,#c9c9c9,#FF0000,1.660415142501858,1.9981479074855832,Newborn Respiratory Distress Syndrome (RDS)
95,"Nifedipine, Oral",0.1653453107208373,7.368836051019517e-37,1.2044200368657585,1.2044200368657585,#0000ff,#FF0000,0.125199910877043,0.2183633485507793,Postmaturity Syndrome
96,"Insulin human, Injection",2.6795510280733232,8.279747080241514e-37,1.202732764310605,1.202732764310605,#c9c9c9,#FF0000,2.3007140782055484,3.1207674956502505,Newborn Respiratory Distress Syndrome (RDS)
97,"Promethazine, Oral",1.7180008333354504,9.321644094771727e-37,1.2010169160892163,1.2010169160892163,#c9c9c9,#FF0000,1.5799762022994246,1.868083113559424,Newborn Respiratory Distress Syndrome (RDS)
98,"Metronidazole, Oral",1.724787260068224,1.2883170841718827e-36,1.1963325744686109,1.1963325744686109,#c9c9c9,#FF0000,1.584980945709582,1.8769254611839004,Newborn Respiratory Distress Syndrome (RDS)
99,"Acetaminophen, Oral",0.5341288272447918,1.732778300081335e-36,1.1920418999812905,1.1920418999812905,#0000ff,#FF0000,0.4845436882250042,0.5887881960427411,Postmaturity Syndrome
100,"Doconexent, Oral",1.8731855902600465,1.753555136310637e-36,1.1918693524741863,1.1918693524741863,#c9c9c9,#FF0000,1.6991406856496485,2.065058111545552,Neonatal Death
101,"Insulin aspart, Injection",2.650674599400461,1.785429105604625e-36,1.1916085796582618,1.1916085796582618,#c9c9c9,#FF0000,2.27809176348682,3.0841935099018003,Other Respiratory Disorder
102,"Methyldopa, Oral",2.100921340035326,1.8624440632608595e-36,1.1909972254002072,1.1909972254002072,#c9c9c9,#FF0000,1.8719637217593963,2.3578824876303592,Neonatal Hypoglycemia
103,"Quetiapine, Oral",41.73677168644031,3.260136795940638e-36,1.182892139215775,1.182892139215775,#c9c9c9,#FF0000,23.32139454549456,74.69356549017236,Neonatal Abstinence Syndrome (NAS)
104,"Escitalopram, Oral",2.081542485947728,3.5043488822343925e-36,1.181846422110799,1.181846422110799,#c9c9c9,#FF0000,1.856529157086953,2.3338276720652185,Other Respiratory Disorder
105,"Fluoxetine, Oral",2.238692795702596,8.162870224925105e-36,1.169605236931774,1.169605236931774,#c9c9c9,#FF0000,1.9728095436973083,2.5404101726606747,Transient Tachypnea of the Newborn (TTN)
106,"Nifedipine, Oral",2.2501181875433915,1.1835962339179608e-35,1.1642265475129927,1.1642265475129927,#c9c9c9,#FF0000,1.9806966185936143,2.5561874596971554,Neonatal Arrhythmia
107,"Nitrofurantoin, Oral",0.5036019256924789,1.9311200110769897e-35,1.1571396911928715,1.1571396911928715,#0000ff,#FF0000,0.4519502292617092,0.5611567007620946,Postmaturity Syndrome
108,"Butalbital, Oral",1.82840255181713,2.666215358454109e-35,1.1524701591399305,1.1524701591399305,#c9c9c9,#FF0000,1.6620456615980037,2.0114103774243794,Bronchopulmonary Dysplasia (BPD)
109,"Butalbital, Oral",1.8362454240356487,2.8572568994583174e-35,1.1514683569971438,1.1514683569971438,#c9c9c9,#FF0000,1.6679741791841425,2.0214924783434665,Other Respiratory Disorder
110,"Escitalopram, Oral",2.0543928778080467,3.2077941684691266e-35,1.1497931168820683,1.1497931168820683,#c9c9c9,#FF0000,1.8331358116831808,2.302355378957518,Bronchopulmonary Dysplasia (BPD)
111,"Caffeine, Oral",1.8339498890223032,3.9167282609442495e-35,1.146902551945479,1.146902551945479,#c9c9c9,#FF0000,1.665891543128093,2.01896228438102,Bronchopulmonary Dysplasia (BPD)
112,"Caffeine, Oral",1.8412752285378664,4.619063344361106e-35,1.144514869397888,1.144514869397888,#c9c9c9,#FF0000,1.6713158043582688,2.0285181641831804,Other Respiratory Disorder
113,"Nitrofurantoin, Oral",1.339526006433219,9.841502995317851e-35,1.1335646190335662,1.1335646190335662,#c9c9c9,#FF0000,1.278529840904275,1.4034321800747644,Other Respiratory Disorder
114,"Insulin lispro, Injection",2.7233200214258675,1.6043991211282451e-34,1.1264895861530648,1.1264895861530648,#c9c9c9,#FF0000,2.320092869248775,3.196627185661052,Transient Tachypnea of the Newborn (TTN)
115,"Citalopram, Oral",11.368110768909716,6.4972705917668495e-34,1.1062423015266605,1.1062423015266605,#c9c9c9,#FF0000,7.678001943666831,16.831715256441054,Neonatal Abstinence Syndrome (NAS)
116,"Insulin glargine, Subcutaneous",4.24338904936521,7.57475613000752e-34,1.1040210448250882,1.1040210448250882,#c9c9c9,#FF0000,3.3594185127360863,5.359960527694797,Neonatal Hypoglycemia
117,"Insulin aspart, Subcutaneous",3.3344630737215284,9.00349941417998e-34,1.1015196219783845,1.1015196219783845,#c9c9c9,#FF0000,2.7440845133247107,4.051859166881549,Neonatal Hypoglycemia
118,"Azithromycin, Oral",0.6065853718427439,1.623956716048643e-33,1.09298085167869,1.09298085167869,#0000ff,#FF0000,0.5592700374751836,0.6579036756460009,Postmaturity Syndrome
119,"Oxycodone, Oral",1.6792360470284151,2.115190962759325e-33,1.0891550139243862,1.0891550139243862,#c9c9c9,#FF0000,1.5433875623476414,1.827041872328152,Bronchopulmonary Dysplasia (BPD)
120,"Methyldopa, Oral",3.656110293044827,1.0357774249188804e-32,1.0661577852931363,1.0661577852931363,#c9c9c9,#FF0000,2.9537583905826907,4.525469150600156,Intraventricular Hemorrhage (IVH)
121,"Insulin lispro, Subcutaneous",3.0173824535606686,2.663320398563043e-32,1.0524858861536517,1.0524858861536517,#c9c9c9,#FF0000,2.512931596394259,3.623097773182427,Neonatal Hypoglycemia
122,"Betamethasone, Injection",4.917389791264702,8.975666226294275e-32,1.0348977768561307,1.0348977768561307,#c9c9c9,#FF0000,3.7683394987799503,6.416811003112416,Newborn Respiratory Distress Syndrome (RDS)
123,"Oxycodone, Oral",1.6650872579154457,1.326025116775294e-31,1.0292482749902268,1.0292482749902268,#c9c9c9,#FF0000,1.5287328236301498,1.8136037465910653,Other Respiratory Disorder
124,"Hydroxyprogesterone caproate, Route Not Applicable",2.4308080074579883,1.4431787386069731e-31,1.028022662597564,1.028022662597564,#c9c9c9,#FF0000,2.0944598888099115,2.821170078592108,Bronchopulmonary Dysplasia (BPD)
125,"Citalopram, Oral",2.150588820235118,3.0070051173651022e-31,1.0173955277603393,1.0173955277603393,#c9c9c9,#FF0000,1.890156902996449,2.4469038873906475,Other Respiratory Disorder
126,"Bupropion, Oral",8.64184170553598,6.700999917028032e-31,1.0057953462480511,1.0057953462480511,#c9c9c9,#FF0000,5.994932911372647,12.457425156813198,Neonatal Abstinence Syndrome (NAS)
127,"Methyldopa, Oral",1.3425644924216715,9.454089626378168e-31,1.0008126761609335,1.0008126761609335,#c9c9c9,#FF0000,1.2769834577331536,1.4115135207085177,Neonatal Jaundice
128,"Glyburide, Oral",1.5359885972517964,1.0172237272849351e-30,0.99975278394094,0.99975278394094,#c9c9c9,#FF0000,1.4278525718035215,1.6523141236546268,Other Respiratory Disorder
129,"Hydrocodone, Oral",1.4206109662106294,3.849857909776365e-30,0.9804851766366328,0.9804851766366328,#c9c9c9,#FF0000,1.337448688016048,1.5089442573767604,Bronchopulmonary Dysplasia (BPD)
130,"Hydrocodone, Oral",1.424439008382716,4.373869097125551e-30,0.9786378072946644,0.9786378072946644,#c9c9c9,#FF0000,1.3403533038795743,1.5137997442386544,Other Respiratory Disorder
131,"Citalopram, Oral",2.110227796097084,6.738260499070264e-30,0.972381740111326,0.972381740111326,#c9c9c9,#FF0000,1.855086458462262,2.4004602756423736,Bronchopulmonary Dysplasia (BPD)
132,"Metformin, Oral",2.281639289617982,1.3505660939699704e-29,0.9623161385821296,0.9623161385821296,#c9c9c9,#FF0000,1.9774057129086664,2.632680695693378,Neonatal Hypoglycemia
133,"Glyburide, Oral",1.5190138060523044,1.6169112753768757e-29,0.9597104603480264,0.9597104603480264,#c9c9c9,#FF0000,1.412599168171517,1.6334449254732564,Bronchopulmonary Dysplasia (BPD)
134,"Hydroxyprogesterone caproate, Route Not Applicable",4.659355259053452,2.25903243493956e-29,0.95486925111608,0.95486925111608,#c9c9c9,#FF0000,3.563801050728096,6.0916956701704,Retinopathy of Prematurity (ROP)
135,"Insulin glargine, Subcutaneous",2.919213124412297,2.655021432533545e-29,0.9525310656248976,0.9525310656248976,#c9c9c9,#FF0000,2.4217018359983684,3.518932487503282,Bronchopulmonary Dysplasia (BPD)
136,"Progesterone, Oral",7.338426924619328,2.8296116865548916e-29,0.9516091053171232,0.9516091053171232,#c9c9c9,#FF0000,5.182759466447323,10.390702110837626,Intraventricular Hemorrhage (IVH)
137,"Glyburide, Oral",0.1684039907677673,2.882199408073076e-29,0.9513425325116884,0.9513425325116884,#0000ff,#FF0000,0.1234060628916496,0.2298096498825202,Postmaturity Syndrome
138,"Insulin glargine, Subcutaneous",2.933622842225116,3.289120722223165e-29,0.9494306728699944,0.9494306728699944,#c9c9c9,#FF0000,2.43079686620829,3.5404616074930897,Other Respiratory Disorder
