,Medication,odds ratio,p-val,Count,95% CI (LL),95% CI (UL),Disease
22,"Acetaminophen, Oral",1.2234172260331246,0.013196111670451,159,1.0430855046650382,1.4349252312112524,Neonatal Death
23,"Acetaminophen, Oral",1.56806448925222,1.2100156730194022e-17,388,1.414457484735156,1.7383528801604229,Retinopathy of Prematurity (ROP)
24,"Acetaminophen, Oral",1.4732842972083406,2.946997126941557e-75,2585,1.4135719044566375,1.5355190730357773,Bronchopulmonary Dysplasia (BPD)
25,"Acetaminophen, Oral",1.3568527061803846,2.1542218090802438e-11,515,1.2408939933249483,1.4836474962184174,Anemia of Prematurity (AOP)
26,"Acetaminophen, Oral",1.2913865576226324,3.240236997445757e-09,573,1.1865381969305742,1.4054998360124522,Neonatal Anemia
27,"Acetaminophen, Oral",1.4694343421239542,9.568421935387717e-73,2525,1.4092544367453574,1.5321841319158591,Other Respiratory Disorder
28,"Acetazolamide, Oral",1.4074012134378229,0.2505651249892261,20,0.7856728987618533,2.5211232036993723,Neonatal Jaundice
29,"Acetic acid, Otic",0.9355731564002604,0.7163373742152619,45,0.6532363376542139,1.3399394377231948,Neonatal Jaundice
30,"Acetylsalicylic acid, Oral",1.0376799800696994,0.8554875967326165,38,0.6969327706077045,1.545026703362696,Neonatal Jaundice
31,"Acyclovir, Oral",0.9501487469677437,0.5603491574678898,135,0.7999139649347043,1.1285996756389491,Transient Tachypnea of the Newborn (TTN)
32,"Acyclovir, Oral",0.8182941959338266,0.0296086369843743,122,0.6830298391780453,0.9803457370248824,Newborn Respiratory Distress Syndrome (RDS)
33,"Acyclovir, Oral",0.8742015255377835,0.1965541334942169,95,0.7128485946615416,1.0720766134293094,Neonatal Sepsis
34,"Acyclovir, Oral",0.7945960362561315,0.4273492109170848,12,0.4503797893350824,1.4018898622562452,Intraventricular Hemorrhage (IVH)
35,"Acyclovir, Oral",1.899235586771936,0.0035176628313646,21,1.2345033078089576,2.9219004851942816,Neonatal Seizure
36,"Acyclovir, Oral",0.91998913989822,0.7559635973706633,14,0.5437245614640669,1.5566337765791751,Persistent Pulmonary Hypertension of the Newborn (PPHN)
37,"Acyclovir, Oral",0.9535977896114396,0.6602314434996854,88,0.7715489113206484,1.1786015520329165,Neonatal Hypoglycemia
38,"Acyclovir, Oral",0.6868292110258307,0.0566566752818161,26,0.466738768065829,1.010703197150813,Neonatal Arrhythmia
39,"Acyclovir, Oral",0.7263567188176812,0.1190694114928514,24,0.4859080573129917,1.085789945301822,Neonatal Pneumonia
40,"Acyclovir, Oral",1.203618508592511,0.3298830508136797,28,0.8290496907957277,1.7474194011651951,neonatal urinary tract infection (UTI)
41,"Acyclovir, Oral",0.9349881398729116,0.0490902424982058,1301,0.8744370727765796,0.999732112142926,Neonatal Jaundice
42,"Acyclovir, Oral",0.962460207489345,0.7692225159318754,60,0.7453732673117226,1.2427728382872534,Small for Gestational Age (SGA)
43,"Acyclovir, Oral",0.984357257061949,0.8124008471635509,243,0.8641824444007995,1.1212438019408897,Large for Gestational Age (LGA)
44,"Acyclovir, Oral",1.131261763194905,0.2055472062440502,109,0.9346152899517656,1.369283373197213,Postmaturity Syndrome
45,"Acyclovir, Oral",1.3250685849842632,0.1894153592046471,22,0.8703075514542351,2.017455498321649,Neonatal Death
46,"Acyclovir, Oral",0.4003625615879069,0.00099570088888,13,0.2321382290052061,0.6904945446001305,Retinopathy of Prematurity (ROP)
47,"Acyclovir, Oral",0.9921575608704856,0.9078555067845064,231,0.8683175760825185,1.133659680175498,Bronchopulmonary Dysplasia (BPD)
48,"Acyclovir, Oral",0.6691470852260016,0.0217728889684546,33,0.4747548571867679,0.9431347881719648,Anemia of Prematurity (AOP)
49,"Acyclovir, Oral",0.6074923946507242,0.0033791220557138,35,0.4353038437948674,0.8477917546999219,Neonatal Anemia
50,"Acyclovir, Oral",1.0061166693455148,0.9288604165657758,229,0.8800521165974745,1.1502395520036146,Other Respiratory Disorder
51,"Acyclovir, Topical application",1.2776749853917784,0.1830318096954994,31,0.8907735165017534,1.832624497758817,Transient Tachypnea of the Newborn (TTN)
52,"Acyclovir, Topical application",1.222598303231834,0.2748011729056963,31,0.8523812300117596,1.7536127714177112,Newborn Respiratory Distress Syndrome (RDS)
53,"Acyclovir, Topical application",1.405747350747259,0.088880955207163,26,0.9495446073690864,2.081129837183964,Neonatal Sepsis
54,"Acyclovir, Topical application",1.4597810938898097,0.0748286250736937,23,0.9628167260826126,2.21325698271603,Neonatal Hypoglycemia
55,"Acyclovir, Topical application",0.967340731069218,0.6839218656538115,230,0.8244331970136248,1.1350199062521071,Neonatal Jaundice
56,"Acyclovir, Topical application",0.9590196000665206,0.7952972241173383,41,0.6991019145769516,1.315571555641211,Large for Gestational Age (LGA)
57,"Acyclovir, Topical application",0.955546897866104,0.857455376010852,16,0.5817823044996008,1.569435623874602,Postmaturity Syndrome
58,"Acyclovir, Topical application",1.0202330974030218,0.9011620517196997,41,0.7437199303661427,1.3995531523864468,Bronchopulmonary Dysplasia (BPD)
59,"Acyclovir, Topical application",1.4256592079135606,0.1894774869107196,14,0.8393781349306513,2.42144045993841,Neonatal Anemia
60,"Acyclovir, Topical application",1.0441519468873002,0.7887993960245429,41,0.7611540154119918,1.4323688322111987,Other Respiratory Disorder
61,"Adalimumab, Multiple Routes",2.400497915806496,0.0037673594607996,12,1.3274240039595182,4.341032124327219,Newborn Respiratory Distress Syndrome (RDS)
62,"Adalimumab, Multiple Routes",1.0187493232923677,0.917006737007044,49,0.7183413867550141,1.4447868420848895,Neonatal Jaundice
63,"Adalimumab, Multiple Routes",1.490729765804683,0.1865080178638459,12,0.8243725879969447,2.695717042285158,Bronchopulmonary Dysplasia (BPD)
64,"Adalimumab, Multiple Routes",1.525658088919091,0.162232528257411,12,0.8436867150255732,2.758882607525353,Other Respiratory Disorder
65,"Adapalene, Topical application",0.9897742748914098,0.962065572572694,33,0.6480169322979935,1.5117708603119002,Neonatal Jaundice
66,"Alclometasone, Topical application",1.0570986425482671,0.8216669333645704,26,0.6522598496319291,1.7132091461830303,Neonatal Jaundice
67,"Alprazolam, Oral",1.8631243689933137,4.776672454911436e-06,58,1.427092593130219,2.432380653537588,Transient Tachypnea of the Newborn (TTN)
68,"Alprazolam, Oral",1.5863114059174626,0.0012643913127963,52,1.1982963629788617,2.0999678829770643,Newborn Respiratory Distress Syndrome (RDS)
69,"Alprazolam, Oral",1.1883661971075117,0.3611316867052099,29,0.820520499440357,1.7211199712755283,Neonatal Sepsis
70,"Alprazolam, Oral",0.9561021946741244,0.8427796448238971,20,0.6135505689060577,1.4899039345535054,Neonatal Hypoglycemia
71,"Alprazolam, Oral",24.663040131947884,1.1515526114854684e-48,22,16.06740391630829,37.85711442361184,Neonatal Abstinence Syndrome (NAS)
72,"Alprazolam, Oral",1.0193610748773496,0.7861655909007317,312,0.887486737260626,1.170831019044239,Neonatal Jaundice
73,"Alprazolam, Oral",1.720418478144892,0.0088228236550045,24,1.1462613528492631,2.582168309683572,Small for Gestational Age (SGA)
74,"Alprazolam, Oral",0.6100985734366172,0.0041953038239817,35,0.4350036959332045,0.8556715098957466,Large for Gestational Age (LGA)
75,"Alprazolam, Oral",0.4949312832928458,0.0204865936655269,11,0.2730195392425213,0.8972140816790025,Postmaturity Syndrome
76,"Alprazolam, Oral",1.7441724917641688,7.659738741280166e-07,88,1.398982898812603,2.1745352881789097,Bronchopulmonary Dysplasia (BPD)
77,"Alprazolam, Oral",1.5405840308844538,0.0779066377872528,17,0.9528560611199072,2.490826529902846,Anemia of Prematurity (AOP)
78,"Alprazolam, Oral",1.6364434257542615,0.0258950919356631,21,1.0609979917654015,2.523988835491093,Neonatal Anemia
79,"Alprazolam, Oral",1.762529479662377,5.405239706948356e-07,87,1.4121181077939653,2.199894009950748,Other Respiratory Disorder
80,"Aluminum chloride, Topical application",1.085001406661493,0.6443975122057171,51,0.7673246018704679,1.534198238382752,Neonatal Jaundice
81,"Amino acids, Oral",1.3417086123002722,0.459009807934435,11,0.6162559050783629,2.9211598387715427,Neonatal Jaundice
82,"Amitriptyline, Oral",1.5791443160679777,0.1248642461728241,12,0.8810752135423495,2.8302881895223573,Newborn Respiratory Distress Syndrome (RDS)
83,"Amitriptyline, Oral",1.0133118833174473,0.9282821713814368,72,0.7597689119452484,1.3514648424392848,Neonatal Jaundice
84,"Amitriptyline, Oral",1.0039791849624853,0.988950803293106,13,0.5723075020702802,1.761245834086857,Large for Gestational Age (LGA)
85,"Amitriptyline, Oral",1.7065708675404658,0.0233024564946139,20,1.0753889584542962,2.7082146446099986,Bronchopulmonary Dysplasia (BPD)
86,"Amitriptyline, Oral",1.7465628246443432,0.0179455323043812,20,1.1005877035517797,2.7716843379089324,Other Respiratory Disorder
87,"Amlodipine, Oral",1.9327616341641825,0.0023011173872526,23,1.265250757527203,2.95243256111363,Transient Tachypnea of the Newborn (TTN)
88,"Amlodipine, Oral",3.796959981545689,1.7027025820455478e-16,44,2.7646121315658423,5.214802082668238,Newborn Respiratory Distress Syndrome (RDS)
89,"Amlodipine, Oral",2.4367228829890366,5.442713910872692e-05,22,1.5810796548007553,3.755420158910747,Neonatal Sepsis
90,"Amlodipine, Oral",2.185387406527206,0.001695336483908,17,1.341309221234758,3.560639143456556,Neonatal Hypoglycemia
91,"Amlodipine, Oral",1.1807500610975157,0.1382770292533527,131,0.9478583470364108,1.4708639863127473,Neonatal Jaundice
92,"Amlodipine, Oral",2.659215973533012,0.0003434666502261,14,1.5567451327477353,4.542445288659222,Small for Gestational Age (SGA)
93,"Amlodipine, Oral",0.5910259065147739,0.0630783321742776,13,0.3394392047470653,1.029084493736961,Large for Gestational Age (LGA)
94,"Amlodipine, Oral",6.361822724941339,1.14048744080583e-13,17,3.903186088663101,10.36916699952745,Retinopathy of Prematurity (ROP)
95,"Amlodipine, Oral",2.5442485299115862,2.9934194169438444e-09,47,1.8687861108582624,3.4638531099657914,Bronchopulmonary Dysplasia (BPD)
96,"Amlodipine, Oral",4.157976124206928,1.0679247390786337e-08,17,2.5515587646068507,6.775766127471007,Anemia of Prematurity (AOP)
97,"Amlodipine, Oral",4.001953118869653,4.464401744861604e-09,19,2.517903876668207,6.3606990378135775,Neonatal Anemia
98,"Amlodipine, Oral",2.4757360348550748,1.5644489103470906e-08,45,1.8081507328034896,3.389799756780597,Other Respiratory Disorder
99,"Ammonium lactate, Topical application",0.831617846759727,0.4941756370045902,20,0.4901887794534478,1.4108610234212091,Neonatal Jaundice
100,"Amoxicillin, Oral",1.2328560065773717,0.3160304530900311,24,0.8188382122835933,1.8562078688475965,Kernicterus
101,"Amoxicillin, Oral",1.0396148489593833,0.2134253857982105,1107,0.977898158912056,1.1052265763331286,Transient Tachypnea of the Newborn (TTN)
102,"Amoxicillin, Oral",1.2321563288268986,2.3280613784282005e-13,1350,1.1652460957376003,1.302908650989433,Newborn Respiratory Distress Syndrome (RDS)
103,"Amoxicillin, Oral",1.0156921551862097,0.6647802003798295,827,0.9466216524354292,1.0898024056946838,Neonatal Sepsis
104,"Amoxicillin, Oral",1.244977622361562,0.0114298152046344,140,1.05055744753482,1.47537793751129,Intraventricular Hemorrhage (IVH)
105,"Amoxicillin, Oral",0.9838944017461612,0.9507524338222892,15,0.5877255248941932,1.647109327031035,Gestational Alloimmune Liver Disease (GALD)
106,"Amoxicillin, Oral",1.2272018571125474,0.0434725909711663,102,1.00601844061365,1.4970147040066604,Neonatal Seizure
107,"Amoxicillin, Oral",1.0215755622349847,0.9028002846673993,34,0.7252528461855368,1.438969367503514,Necrotizing Enterocolitis (NEC)
108,"Amoxicillin, Oral",1.1506301681694984,0.1165329192909902,131,0.9656949406672756,1.3709813815395429,Persistent Pulmonary Hypertension of the Newborn (PPHN)
109,"Amoxicillin, Oral",1.0814160118049527,0.038367044797647,747,1.0042021387971594,1.164566918756933,Neonatal Hypoglycemia
110,"Amoxicillin, Oral",1.714973783685848,0.0001636358940673,52,1.2955420840685308,2.2701964798344405,Neonatal Abstinence Syndrome (NAS)
111,"Amoxicillin, Oral",0.9897018357081572,0.865306397699189,281,0.878128998622349,1.1154508336939082,Neonatal Arrhythmia
112,"Amoxicillin, Oral",1.2217069673208405,0.0007361140225911,300,1.0876122204181018,1.3723346299166346,Neonatal Pneumonia
113,"Amoxicillin, Oral",1.3888240190798722,7.679203443182109e-07,240,1.2192414619905314,1.581993572318449,neonatal urinary tract infection (UTI)
114,"Amoxicillin, Oral",1.037449569173501,0.0031582859516128,10472,1.0124309807904617,1.0630864019372004,Neonatal Jaundice
115,"Amoxicillin, Oral",0.9661073357005177,0.473813761803166,454,0.8791249711554395,1.0616959075427324,Small for Gestational Age (SGA)
116,"Amoxicillin, Oral",1.0160659405157006,0.5113081779094397,1884,0.9688716801319264,1.0655590586933863,Large for Gestational Age (LGA)
117,"Amoxicillin, Oral",0.6799410582655625,2.144589720100209e-17,505,0.6219803112967747,0.7433030183084036,Postmaturity Syndrome
118,"Amoxicillin, Oral",1.13018188563643,0.1554713907197273,141,0.9545840893283608,1.3380812742431358,Neonatal Death
119,"Amoxicillin, Oral",1.2543410072511183,0.0001311416979695,301,1.1168051615575794,1.4088145512126835,Retinopathy of Prematurity (ROP)
120,"Amoxicillin, Oral",1.1399776369372068,3.7126517799908766e-08,1972,1.088016955399488,1.194419816959361,Bronchopulmonary Dysplasia (BPD)
121,"Amoxicillin, Oral",1.2031030322081966,0.0001651693692924,440,1.0927536342689,1.3245958290287168,Anemia of Prematurity (AOP)
122,"Amoxicillin, Oral",1.1960355799549127,8.775624460035517e-05,510,1.093689990167713,1.307958490411641,Neonatal Anemia
123,"Amoxicillin, Oral",1.1347943025446912,1.5211017080534705e-07,1922,1.0824680089160137,1.1896500390597746,Other Respiratory Disorder
124,"Amphetamine, Oral",2.1017176898016032,4.817225412349744e-06,41,1.528651232784019,2.889617430641938,Transient Tachypnea of the Newborn (TTN)
125,"Amphetamine, Oral",1.958136326154155,4.306808506285956e-05,40,1.4190639412772934,2.701990911243404,Newborn Respiratory Distress Syndrome (RDS)
126,"Amphetamine, Oral",0.9003628396881791,0.6983304014370172,14,0.5295508143516512,1.5308318316607157,Neonatal Sepsis
127,"Amphetamine, Oral",1.4551509023472815,0.1083056041931536,19,0.9206128914053584,2.300059197921616,Neonatal Hypoglycemia
128,"Amphetamine, Oral",20.977646569870284,3.8745053609884297e-25,12,11.79331465055099,37.31450136368833,Neonatal Abstinence Syndrome (NAS)
129,"Amphetamine, Oral",0.8585990349880114,0.0953176305457523,176,0.7177796217316972,1.0270454615356903,Neonatal Jaundice
130,"Amphetamine, Oral",0.7813293621136403,0.2034549407425708,28,0.5341675570606057,1.14285408020698,Large for Gestational Age (LGA)
131,"Amphetamine, Oral",0.8628685494538092,0.6134267004556329,12,0.4868900384469901,1.5291792290747028,Postmaturity Syndrome
132,"Amphetamine, Oral",2.6384420470339545,0.0008964456936977,12,1.4883036724107748,4.677389812712476,Retinopathy of Prematurity (ROP)
133,"Amphetamine, Oral",1.7225690878117714,0.0001310711834626,55,1.303586411480775,2.2762160115754155,Bronchopulmonary Dysplasia (BPD)
134,"Amphetamine, Oral",2.467647670804954,0.0002488708190769,17,1.5219764904512976,4.000906101659637,Anemia of Prematurity (AOP)
135,"Amphetamine, Oral",2.2398596914192783,0.0007723295245688,18,1.3998533463431757,3.5839264522606262,Neonatal Anemia
136,"Amphetamine, Oral",1.7273898464326318,0.0001373935816951,54,1.304249428741941,2.287810610303853,Other Respiratory Disorder
137,"Ampicillin, Oral",1.2173388657614193,0.0275316939858242,132,1.0220061579079416,1.4500048777854662,Transient Tachypnea of the Newborn (TTN)
138,"Ampicillin, Oral",1.474631251934568,1.325013035246194e-06,165,1.259847192109404,1.7260326036375986,Newborn Respiratory Distress Syndrome (RDS)
139,"Ampicillin, Oral",1.6244684908227598,4.9536369513662176e-08,133,1.3645051222669575,1.933959671248262,Neonatal Sepsis
140,"Ampicillin, Oral",1.6416153143238512,0.0317683264063187,19,1.0441961214746314,2.5808378184902785,Intraventricular Hemorrhage (IVH)
141,"Ampicillin, Oral",1.5188357765653184,0.1337482099133877,13,0.8795476425794946,2.6227824446317887,Neonatal Seizure
142,"Ampicillin, Oral",1.1951312219592902,0.50671860423899,14,0.70613651941155,2.022751406331732,Persistent Pulmonary Hypertension of the Newborn (PPHN)
143,"Ampicillin, Oral",1.1437966312618215,0.2340077472869008,81,0.9167577535081186,1.4270626331542733,Neonatal Hypoglycemia
144,"Ampicillin, Oral",1.0673155247090065,0.7187553467006651,31,0.7487027621252278,1.5215149281021694,Neonatal Arrhythmia
145,"Ampicillin, Oral",1.3443053607740254,0.0870491978334704,34,0.9578939101517482,1.886593999453964,Neonatal Pneumonia
146,"Ampicillin, Oral",1.3953075897365874,0.0980537467593736,25,0.9403206329805752,2.070446187919332,neonatal urinary tract infection (UTI)
147,"Ampicillin, Oral",0.9742376214281304,0.4992044636039362,1031,0.9032081741621072,1.0508529153718558,Neonatal Jaundice
148,"Ampicillin, Oral",0.9352311999213287,0.6563103682693603,45,0.6963665779764044,1.256030121158292,Small for Gestational Age (SGA)
149,"Ampicillin, Oral",0.9257509723281496,0.3203995310217787,177,0.795066486559371,1.0779159696130864,Large for Gestational Age (LGA)
150,"Ampicillin, Oral",0.7177900632187586,0.0159035655258526,54,0.5482011412100007,0.9398422150643096,Postmaturity Syndrome
151,"Ampicillin, Oral",0.855324137999885,0.6054787319728487,11,0.4727221396662764,1.5475885719287723,Neonatal Death
152,"Ampicillin, Oral",2.329874891819275,3.0144840383748973e-10,57,1.7906789838425687,3.031429452464676,Retinopathy of Prematurity (ROP)
153,"Ampicillin, Oral",1.1773934709629923,0.0231220130260797,209,1.022644151849254,1.3555598816651018,Bronchopulmonary Dysplasia (BPD)
154,"Ampicillin, Oral",1.6017715078026835,0.0003160423551755,60,1.239550164289996,2.069841170710568,Anemia of Prematurity (AOP)
155,"Ampicillin, Oral",1.4399642805389037,0.0042929426317292,63,1.12117423562359,1.8493977682912563,Neonatal Anemia
156,"Ampicillin, Oral",1.1368549827534593,0.0818496486465721,198,0.9839202696182288,1.3135609578536764,Other Respiratory Disorder
157,"Antipyrine, Otic",1.6216377234303996,0.0168049778604578,26,1.0910520805552046,2.4102505764109323,Transient Tachypnea of the Newborn (TTN)
158,"Antipyrine, Otic",1.8728127207207488,0.0007572656201777,31,1.2999238506427473,2.6981791934652217,Newborn Respiratory Distress Syndrome (RDS)
159,"Antipyrine, Otic",1.121947571092435,0.6718701854811755,14,0.6587854241731157,1.9107380128517168,Neonatal Sepsis
160,"Antipyrine, Otic",1.2258772738962531,0.4695258210252971,13,0.7059293249441405,2.128789720945821,Neonatal Hypoglycemia
161,"Antipyrine, Otic",1.047350777964185,0.6387450185943453,162,0.8633913725414225,1.2705056906849694,Neonatal Jaundice
162,"Antipyrine, Otic",1.246189882996987,0.2115150966235669,35,0.8823485192424378,1.760063275016772,Large for Gestational Age (LGA)
163,"Antipyrine, Otic",1.2438457798663514,0.2279179991626208,33,0.872410349046345,1.7734227084565946,Bronchopulmonary Dysplasia (BPD)
164,"Antipyrine, Otic",1.190021080950323,0.3503111577802277,31,0.8260448984505937,1.714374334569995,Other Respiratory Disorder
165,"Aripiprazole, Oral",0.7712615510010216,0.1531922594829314,43,0.5400336482368324,1.1014950309015406,Neonatal Jaundice
166,"Aripiprazole, Oral",1.1982452097612457,0.5642247651159868,11,0.6479549849786813,2.215881683143485,Large for Gestational Age (LGA)
167,"Aripiprazole, Oral",1.4010472121321915,0.2632894281981486,12,0.7759895461427885,2.5295872868140297,Bronchopulmonary Dysplasia (BPD)
168,"Aripiprazole, Oral",1.4338742621413632,0.2319012972336571,12,0.7941701210978618,2.5888601761915044,Other Respiratory Disorder
169,"Ascorbic acid, Oral",0.8826501466863842,0.3176968195716813,74,0.6909575245152081,1.1275241296375058,Kernicterus
170,"Ascorbic acid, Oral",0.8932780007870867,4.4457887020766656e-11,4081,0.8637852928686527,0.9237776948484238,Transient Tachypnea of the Newborn (TTN)
171,"Ascorbic acid, Oral",0.9731008741133956,0.0945692026119838,4571,0.9424846743431048,1.0047116276561685,Newborn Respiratory Distress Syndrome (RDS)
172,"Ascorbic acid, Oral",0.9454304264948694,0.0033974244711864,3264,0.910591299903426,0.9816024943759816,Neonatal Sepsis
173,"Ascorbic acid, Oral",1.1277397303763772,0.0118292678331121,527,1.0269693981183232,1.238398049444948,Intraventricular Hemorrhage (IVH)
174,"Ascorbic acid, Oral",0.8397058452282746,0.2264086635552312,55,0.6326939022420067,1.1144502958095948,Gestational Alloimmune Liver Disease (GALD)
175,"Ascorbic acid, Oral",0.8920067154199751,0.0579572050678177,319,0.79261526865541,1.0038615351229794,Neonatal Seizure
176,"Ascorbic acid, Oral",1.0020106184048374,0.9825179000367938,140,0.8372336007745902,1.199217611986837,Necrotizing Enterocolitis (NEC)
177,"Ascorbic acid, Oral",0.9163079904735798,0.0871619062553959,446,0.8289886065940768,1.0128249371910358,Persistent Pulmonary Hypertension of the Newborn (PPHN)
178,"Ascorbic acid, Oral",0.935714396912525,0.0013944152681701,2755,0.89835028903916,0.9746325495434928,Neonatal Hypoglycemia
179,"Ascorbic acid, Oral",0.8628618439679122,0.1405266941382496,115,0.7091747835122553,1.049854815886639,Neonatal Abstinence Syndrome (NAS)
180,"Ascorbic acid, Oral",0.8608309933865488,6.705840186480534e-06,1048,0.8064719775017362,0.9188539959818716,Neonatal Arrhythmia
181,"Ascorbic acid, Oral",0.8658100536481357,4.965329760633419e-05,920,0.807593766650035,0.9282229258748516,Neonatal Pneumonia
182,"Ascorbic acid, Oral",1.0424315141163687,0.292566370540421,763,0.9648053679349796,1.1263032915631306,neonatal urinary tract infection (UTI)
183,"Ascorbic acid, Oral",0.9812417896015964,0.0036616843544618,42504,0.9687890169140404,0.9938546296979492,Neonatal Jaundice
184,"Ascorbic acid, Oral",0.9545957036457042,0.06332731687146,1893,0.9089054554903708,1.0025827790055457,Small for Gestational Age (SGA)
185,"Ascorbic acid, Oral",0.8828300085392088,3.651723262329415e-21,7048,0.8602852558077007,0.9059655721352454,Large for Gestational Age (LGA)
186,"Ascorbic acid, Oral",0.8323177057398221,4.07104197496402e-18,2619,0.7985159080681823,0.8675503597216369,Postmaturity Syndrome
187,"Ascorbic acid, Oral",1.3340579486806494,2.2013082234762894e-11,668,1.2260646205493513,1.4515634662393273,Neonatal Death
188,"Ascorbic acid, Oral",1.0824587651034174,0.0170185724128863,1088,1.0142569747069303,1.155246655797248,Retinopathy of Prematurity (ROP)
189,"Ascorbic acid, Oral",0.9279787553106196,2.1501084586366904e-08,6924,0.9040146627184044,0.9525781005789822,Bronchopulmonary Dysplasia (BPD)
190,"Ascorbic acid, Oral",0.9441200393473445,0.0419351246880442,1476,0.8932342235481885,0.9979047210668632,Anemia of Prematurity (AOP)
191,"Ascorbic acid, Oral",0.9674106492925992,0.2022739585283035,1757,0.9193761419095596,1.017954808377867,Neonatal Anemia
192,"Ascorbic acid, Oral",0.924715119125378,6.750593246441736e-09,6755,0.9005654629770975,0.9495123749385984,Other Respiratory Disorder
193,"Ascorbyl phosphate, Oral",1.1474278544541203,0.4261256347723758,35,0.817778750367394,1.6099595160496616,Transient Tachypnea of the Newborn (TTN)
194,"Ascorbyl phosphate, Oral",0.6787771973735662,0.0730472215119375,22,0.4443623810675301,1.036853035505484,Newborn Respiratory Distress Syndrome (RDS)
195,"Ascorbyl phosphate, Oral",0.850551633679696,0.4747083203577236,20,0.5456979194276547,1.3257116360530834,Neonatal Sepsis
196,"Ascorbyl phosphate, Oral",1.0547678709374344,0.809467056161838,21,0.6837843957324611,1.6270263967784098,Neonatal Hypoglycemia
197,"Ascorbyl phosphate, Oral",1.2090071587954476,0.0074030730204853,331,1.052214948808694,1.389163223420803,Neonatal Jaundice
198,"Ascorbyl phosphate, Oral",0.9133527354300934,0.538437951197507,49,0.6842774414339591,1.2191154768590242,Large for Gestational Age (LGA)
199,"Ascorbyl phosphate, Oral",0.7598282619448115,0.2767672812082511,16,0.4631852616579539,1.2464537096528294,Postmaturity Syndrome
200,"Ascorbyl phosphate, Oral",6.870597017027512,1.8003023301724e-20,24,4.571892439996122,10.32506866465725,Neonatal Death
201,"Ascorbyl phosphate, Oral",0.7840270853749506,0.1334134700508163,40,0.570598907344256,1.0772864488341505,Bronchopulmonary Dysplasia (BPD)
202,"Ascorbyl phosphate, Oral",0.7813441443130026,0.1326519481678358,39,0.5664643127328836,1.0777354515183717,Other Respiratory Disorder
203,"Aspartic acid, Oral",0.8073234440331901,0.1531197768887516,46,0.6018961256586839,1.082863164424504,Transient Tachypnea of the Newborn (TTN)
