,Disease,Medication,odds ratio,p-val,weight,weight_modi,color,color_clicked,95% CI (LL),95% CI (UL)
20,ROP_Baby,"Nifedipine, Oral",3.699422862381319,7.073852393420565e-119,3.9383448002211625,3.9383448002211625,#c9c9c9,#FF0000,3.312059039923435,4.132091049628741
21,Anemia_AOP_Baby,"Labetalol, Oral",3.533812018232567,2.7564263447840535e-115,3.8186551202643435,3.8186551202643435,#c9c9c9,#FF0000,3.170739697212833,3.938458710811888
22,Anemia_AOP_Baby,"Nifedipine, Oral",3.1044831161680264,2.352498484282044e-114,3.787615688257238,3.787615688257238,#c9c9c9,#FF0000,2.8155474380816767,3.423069804548878
23,RDS_Baby,"Progesterone, Oral",5.5348994916122525,4.9138019349600986e-113,3.743619411766731,3.743619411766731,#c9c9c9,#FF0000,4.771428413240286,6.420532748063427
24,NAS_Baby,"Acetaminophen, Oral",6.640069066276155,4.410031973544452e-112,3.711851942060191,3.711851942060191,#c9c9c9,#FF0000,5.6304743346248864,7.830693221311856
25,Anemia_All_Baby,"Nifedipine, Oral",2.883079550768929,1.8760116886988306e-108,3.59089214866762,3.59089214866762,#c9c9c9,#FF0000,2.624926274416363,3.1666213931704155
26,Anemia_All_Baby,"Labetalol, Oral",3.211610993967905,7.860697027505321e-105,3.470151298076135,3.470151298076135,#c9c9c9,#FF0000,2.8909995025903674,3.56777826054057
27,RDS_Baby,"Acetaminophen, Oral",1.697732792430895,2.903819224216879e-103,3.417901014130387,3.417901014130387,#c9c9c9,#FF0000,1.6180418245256367,1.781348659105404
28,Jaundice_Baby,"Nifedipine, Oral",1.499709179493815,3.474315863577352e-103,3.4153043566897456,3.4153043566897456,#c9c9c9,#FF0000,1.4454855340057204,1.5559668845839254
29,NAS_Baby,"Clonazepam, Oral",57.710542423586055,8.548631958067908e-97,3.202270112669292,3.202270112669292,#c9c9c9,#FF0000,39.43765399021439,84.44991955279389
30,IVH_Baby,"Indomethacin, Oral",22.50665228334388,4.003273505426859e-88,2.913252824589635,2.913252824589635,#c9c9c9,#FF0000,16.562519589421996,30.58407836250148
31,Hypoglycemia_Baby,"Insulin lispro, Injection",4.7205373124790055,9.351417932287824e-87,2.8676374177713444,2.8676374177713444,#c9c9c9,#FF0000,4.046496465856139,5.506855796497497
32,ROP_Baby,"Progesterone, Oral",9.123257674335898,5.315226536884735e-84,2.775815940698591,2.775815940698591,#c9c9c9,#FF0000,7.298650913705232,11.404002133604498
33,Anemia_AOP_Baby,"Indomethacin, Oral",11.497803700062274,7.138452341759342e-83,2.738213197853448,2.738213197853448,#c9c9c9,#FF0000,8.970664550978743,14.73686694825102
34,Anemia_AOP_Baby,"Methyldopa, Oral",3.3767939405067784,2.462647772283357e-80,2.65361992333378,2.65361992333378,#c9c9c9,#FF0000,2.97804136262323,3.8289385297856007
35,NAS_Baby,"Hydrocodone, Oral",7.421066606893095,1.4256326059403655e-79,2.628199746011801,2.628199746011801,#c9c9c9,#FF0000,6.027554205882578,9.13674563560062
36,Hypoglycemia_Baby,"Insulin aspart, Injection",5.060338167561025,2.73635163757196e-78,2.5854276031308006,2.5854276031308006,#c9c9c9,#FF0000,4.270692498608837,5.995988327049131
37,BPD_OLD_Baby,"Indomethacin, Oral",5.852014300994355,2.7398920549727243e-77,2.552075551566001,2.552075551566001,#c9c9c9,#FF0000,4.858342512408918,7.048920756734003
38,BPD_OLD_Baby,"Acetaminophen, Oral",1.4732842972083406,2.946997126941557e-75,2.4843540095849375,2.4843540095849375,#c9c9c9,#FF0000,1.4135719044566375,1.5355190730357773
39,Anemia_All_Baby,"Indomethacin, Oral",9.987744275477873,1.0356102153919716e-74,2.4661601224759857,2.4661601224759857,#c9c9c9,#FF0000,7.804606781967671,12.781558187251951
40,Other_Resp_Dis_Baby,"Acetaminophen, Oral",1.4694343421239542,9.568421935387717e-73,2.400638656066669,2.400638656066669,#c9c9c9,#FF0000,1.4092544367453574,1.5321841319158591
41,Anemia_All_Baby,"Methyldopa, Oral",3.0449695951086246,4.1649097315508026e-71,2.3460131468955217,2.3460131468955217,#c9c9c9,#FF0000,2.694162809621629,3.4414549120875613
42,RDS_Baby,"Nitrofurantoin, Oral",1.6135746624507272,7.906899722562133e-71,2.3367331256335833,2.3367331256335833,#c9c9c9,#FF0000,1.5307393702160554,1.7008925503336936
43,Other_Resp_Dis_Baby,"Sertraline, Oral",1.804549868088512,1.5172896472728443e-68,2.260631050181097,2.260631050181097,#c9c9c9,#FF0000,1.6890820136894429,1.9279112559521896
44,BPD_OLD_Baby,"Sertraline, Oral",1.792559168997687,6.319855161651594e-68,2.2399764291586055,2.2399764291586055,#c9c9c9,#FF0000,1.6785986100930177,1.914256544141675
45,NAS_Baby,"Tramadol, Oral",41.10600784108328,1.6028037792066233e-66,2.1931706547409067,2.1931706547409067,#c9c9c9,#FF0000,26.934598610875977,62.73358311524682
46,BPD_OLD_Baby,"Insulin lispro, Injection",3.0162450395035583,3.744581811295305e-65,2.147553222551535,2.147553222551535,#c9c9c9,#FF0000,2.656666522623787,3.4244923331004613
47,RDS_Baby,"Ondansetron, Oral",1.7188874510544572,1.4720554277876571e-63,2.094402527901918,2.094402527901918,#c9c9c9,#FF0000,1.6138057717433758,1.8308114403387568
48,Other_Resp_Dis_Baby,"Insulin lispro, Injection",2.9842616297953626,1.58394684841017e-62,2.0600086465290395,2.0600086465290395,#c9c9c9,#FF0000,2.62464644103134,3.3931493917974667
49,BPD_OLD_Baby,"Progesterone, Oral",3.4881110321750857,6.544983008113915e-62,2.03946971588713,2.03946971588713,#c9c9c9,#FF0000,3.0098242616942854,4.042401653687435
50,SGA_Baby,"Labetalol, Oral",2.551652079405665,8.848366992049201e-61,2.00177122910021,2.00177122910021,#c9c9c9,#FF0000,2.2821303188274635,2.85300461617832
51,Other_Resp_Dis_Baby,"Indomethacin, Oral",5.059025385613802,2.214824456273164e-60,1.9884886896539455,1.9884886896539455,#c9c9c9,#FF0000,4.16752321075103,6.141234627382587
52,RDS_Baby,"Hydroxyprogesterone caproate, Route Not Applicable",3.60885236012233,3.3532858262772575e-60,1.982484314224761,1.982484314224761,#c9c9c9,#FF0000,3.094702647043624,4.208422211291347
53,Hypoglycemia_Baby,"Insulin Human Isophane (NPH), Subcutaneous",2.3547489142442988,8.29246569575899e-60,1.9693772105464185,1.9693772105464185,#c9c9c9,#FF0000,2.124466875589789,2.609992423438167
54,NAS_Baby,"Ondansetron, Oral",5.60553016510981,6.811456137080622e-55,1.8055586678569526,1.8055586678569526,#c9c9c9,#FF0000,4.514264671175283,6.960595073787587
55,Other_Resp_Dis_Baby,"Progesterone, Oral",3.2912548814400813,1.1345147809387496e-53,1.764839661385662,1.764839661385662,#c9c9c9,#FF0000,2.828901368569982,3.829175104849608
56,Sepsis_Baby,"Labetalol, Oral",2.0861808197516263,9.896015505191354e-53,1.7334846544306932,1.7334846544306932,#c9c9c9,#FF0000,1.898441782080372,2.292485581480589
57,RDS_Baby,"Oxycodone, Oral",2.080797141109384,2.0110094057615093e-52,1.7232195299381599,1.7232195299381599,#c9c9c9,#FF0000,1.8936297276993743,2.286464285554537
58,Other_Resp_Dis_Baby,"Fluoxetine, Oral",2.235000271729616,3.033257817059968e-52,1.7172696891500152,1.7172696891500152,#c9c9c9,#FF0000,2.014975325450825,2.4790508109640683
59,ROP_Baby,"Progesterone, Vaginal",17.062483508750272,1.050719833497486e-50,1.6659504356625676,1.6659504356625676,#c9c9c9,#FF0000,11.770702841739103,24.733301604899
60,BPD_OLD_Baby,"Fluoxetine, Oral",2.201760490443277,1.0822208543002936e-50,1.6655228033835496,1.6655228033835496,#c9c9c9,#FF0000,1.985661344059375,2.441377665824199
61,IVH_Baby,"Labetalol, Oral",3.944448648444724,1.1452054456727142e-49,1.631370553183051,1.631370553183051,#c9c9c9,#FF0000,3.289637089258973,4.72960229899468
62,BPD_OLD_Baby,"Ondansetron, Oral",1.5068972276809518,1.2964056697732324e-49,1.629575302608928,1.629575302608928,#c9c9c9,#FF0000,1.4272928790162345,1.5909413465004123
63,Sepsis_Baby,"Nifedipine, Oral",1.878469160648161,2.4068857476969844e-49,1.6206181508244066,1.6206181508244066,#c9c9c9,#FF0000,1.7276751365328291,2.042424708725995
64,NAS_Baby,"Hydromorphone, Oral",51.21796185748676,4.346741950992912e-49,1.6120612047134173,1.6120612047134173,#c9c9c9,#FF0000,30.333050585543507,86.48255174457142
65,NAS_Baby,"Alprazolam, Oral",24.663040131947884,1.1515526114854684e-48,1.597957207181514,1.597957207181514,#c9c9c9,#FF0000,16.06740391630829,37.85711442361184
66,RDS_Baby,"Terbutaline, Oral",2.1509489037228784,8.740683754584038e-48,1.5686151530875192,1.5686151530875192,#c9c9c9,#FF0000,1.9397145858571825,2.385186573406165
67,TTN_Baby,"Sertraline, Oral",1.812745458552304,1.2439347118610482e-46,1.5301734137690564,1.5301734137690564,#c9c9c9,#FF0000,1.6711906243776773,1.96629040970456
68,NAS_Baby,"Promethazine, Oral",6.612227210850997,2.3924762006627424e-46,1.5207050791235568,1.5207050791235568,#c9c9c9,#FF0000,5.103424162433288,8.567100694815094
69,Other_Resp_Dis_Baby,"Ondansetron, Oral",1.4890274603424842,1.3278958829538189e-45,1.4958945325197988,1.4958945325197988,#c9c9c9,#FF0000,1.4092688838959466,1.5733000302429836
70,NAS_Baby,"Sertraline, Oral",6.36657954321267,3.16535931945209e-45,1.4833192327801341,1.4833192327801341,#c9c9c9,#FF0000,4.923356544587796,8.232866076825575
71,Sepsis_Baby,"Methyldopa, Oral",2.144276961358707,5.562212176913764e-45,1.4751584149499533,1.4751584149499533,#c9c9c9,#FF0000,1.9281602760822976,2.384616955368436
72,NAS_Baby,"Duloxetine, Oral",32.09548333958802,3.984308480551297e-44,1.4466549014730137,1.4466549014730137,#c9c9c9,#FF0000,19.70305929204137,52.28223879008815
73,Sepsis_Baby,"Indomethacin, Oral",5.521141060949677,6.056272113018265e-44,1.4405931539960204,1.4405931539960204,#c9c9c9,#FF0000,4.339338414644842,7.024803253884832
74,RDS_Baby,"Progesterone, Vaginal",7.704986431400833,1.9200956075387387e-43,1.4238892381961188,1.4238892381961188,#c9c9c9,#FF0000,5.767834021767621,10.29273999286777
75,Arrhythmia_Baby,"Digoxin, Oral",20.601925395502967,3.747850356721091e-43,1.414207258594834,1.414207258594834,#c9c9c9,#FF0000,13.394334909408078,31.68797352556469
76,TTN_Baby,"Labetalol, Oral",1.844833452199432,1.7197431548721423e-42,1.3921512136835292,1.3921512136835292,#c9c9c9,#FF0000,1.689669595018101,2.0142461439732617
77,Hypoglycemia_Baby,"Nifedipine, Oral",1.875565268216431,1.772434870204827e-42,1.3917143238137688,1.3917143238137688,#c9c9c9,#FF0000,1.7137250406896265,2.0526893123556063
78,RDS_Baby,"Metformin, Oral",2.246491802848197,3.4613655565836255e-42,1.3820250844073922,1.3820250844073922,#c9c9c9,#FF0000,1.9993432855326043,2.5241915466856644
79,Jaundice_Baby,"Labetalol, Oral",1.3502721276990712,3.9659972654016916e-41,1.3467215863193795,1.3467215863193795,#c9c9c9,#FF0000,1.2923778448839878,1.4107598842385312
80,RDS_Baby,"Butalbital, Oral",2.1157101752486565,4.0049099987398654e-41,1.3465802413084202,1.3465802413084202,#c9c9c9,#FF0000,1.896536699133404,2.360212458686432
81,RDS_Baby,"Caffeine, Oral",2.1163648828014177,1.7218836907740098e-40,1.3254665395823544,1.3254665395823544,#c9c9c9,#FF0000,1.8953493428321533,2.3631529111473704
82,RDS_Baby,"Insulin lispro, Injection",2.851466050503216,2.7932706970319147e-40,1.3184628991533183,1.3184628991533183,#c9c9c9,#FF0000,2.443069309117691,3.328132610412452
83,IVH_Baby,"Nifedipine, Oral",3.16826780362096,6.699710990063207e-40,1.3057981310449374,1.3057981310449374,#c9c9c9,#FF0000,2.6703793994171687,3.7589867857923256
84,Jaundice_Baby,"Terbutaline, Oral",1.4532907776376318,3.01688194107673e-39,1.2840147228211707,1.2840147228211707,#c9c9c9,#FF0000,1.3742772282296865,1.5368471811814084
85,BPD_OLD_Baby,"Insulin Human Isophane (NPH), Subcutaneous",1.6866680753287058,3.4842467550274506e-39,1.281929703191874,1.281929703191874,#c9c9c9,#FF0000,1.5597367938843585,1.8239290164132416
86,BPD_OLD_Baby,"Nitrofurantoin, Oral",1.3587871670507548,3.6266902846955726e-39,1.2813496510366755,1.2813496510366755,#c9c9c9,#FF0000,1.2978327930204858,1.4226043410760636
87,Anemia_AOP_Baby,"Progesterone, Oral",4.957993630984119,7.464310963311202e-39,1.2709003425389929,1.2709003425389929,#c9c9c9,#FF0000,3.897449876340405,6.307124305588405
88,Other_Resp_Dis_Baby,"Insulin Human Isophane (NPH), Subcutaneous",1.6828331076728569,4.18142284873537e-38,1.2459558637318424,1.2459558637318424,#c9c9c9,#FF0000,1.554936134325144,1.8212498930118224
89,BPD_OLD_Baby,"Insulin aspart, Injection",2.66744680167167,1.1366593999767114e-37,1.2314789884057666,1.2314789884057666,#c9c9c9,#FF0000,2.296125216489646,3.09881725467323
90,RDS_Baby,"Insulin aspart, Injection",3.0504878522825982,1.1671434748741766e-37,1.231095858454125,1.231095858454125,#c9c9c9,#FF0000,2.5724921713416182,3.617300079895157
91,Anemia_All_Baby,"Progesterone, Oral",4.559693805610632,2.805297004569834e-37,1.2184007050671006,1.2184007050671006,#c9c9c9,#FF0000,3.6116662621294218,5.756569431380907
92,NAS_Baby,"Zolpidem, Oral",5.752018599864425,3.653055580634152e-37,1.214578124000646,1.214578124000646,#c9c9c9,#FF0000,4.394457712939362,7.528964922285245
93,TTN_Baby,"Nifedipine, Oral",1.6578090085137416,4.781599087095703e-37,1.2106808946696666,1.2106808946696666,#c9c9c9,#FF0000,1.53355182185737,1.792134226922086
94,RDS_Baby,"Insulin Human Isophane (NPH), Subcutaneous",1.8214705714195505,6.283870850928808e-37,1.2067257583121644,1.2067257583121644,#c9c9c9,#FF0000,1.660415142501858,1.9981479074855832
95,Postmaturity_Baby,"Nifedipine, Oral",0.1653453107208373,7.368836051019517e-37,1.2044200368657583,1.2044200368657583,#0000ff,#FF0000,0.125199910877043,0.2183633485507793
96,RDS_Baby,"Insulin human, Injection",2.6795510280733232,8.279747080241514e-37,1.202732764310605,1.202732764310605,#c9c9c9,#FF0000,2.3007140782055484,3.1207674956502505
97,RDS_Baby,"Promethazine, Oral",1.7180008333354504,9.321644094771727e-37,1.2010169160892163,1.2010169160892163,#c9c9c9,#FF0000,1.5799762022994246,1.868083113559424
98,RDS_Baby,"Metronidazole, Oral",1.724787260068224,1.2883170841718827e-36,1.1963325744686109,1.1963325744686109,#c9c9c9,#FF0000,1.584980945709582,1.8769254611839004
99,Postmaturity_Baby,"Acetaminophen, Oral",0.5341288272447918,1.732778300081335e-36,1.1920418999812905,1.1920418999812905,#0000ff,#FF0000,0.4845436882250042,0.5887881960427411
100,Neonatal_Death_Baby,"Doconexent, Oral",1.8731855902600465,1.753555136310637e-36,1.1918693524741863,1.1918693524741863,#c9c9c9,#FF0000,1.6991406856496485,2.065058111545552
101,Other_Resp_Dis_Baby,"Insulin aspart, Injection",2.650674599400461,1.785429105604625e-36,1.1916085796582618,1.1916085796582618,#c9c9c9,#FF0000,2.27809176348682,3.0841935099018003
102,Hypoglycemia_Baby,"Methyldopa, Oral",2.100921340035326,1.8624440632608595e-36,1.1909972254002072,1.1909972254002072,#c9c9c9,#FF0000,1.8719637217593963,2.3578824876303592
103,NAS_Baby,"Quetiapine, Oral",41.73677168644031,3.260136795940638e-36,1.182892139215775,1.182892139215775,#c9c9c9,#FF0000,23.32139454549456,74.69356549017236
104,Other_Resp_Dis_Baby,"Escitalopram, Oral",2.081542485947728,3.5043488822343925e-36,1.181846422110799,1.181846422110799,#c9c9c9,#FF0000,1.856529157086953,2.3338276720652185
105,TTN_Baby,"Fluoxetine, Oral",2.238692795702596,8.162870224925105e-36,1.169605236931774,1.169605236931774,#c9c9c9,#FF0000,1.9728095436973083,2.5404101726606747
106,Arrhythmia_Baby,"Nifedipine, Oral",2.2501181875433915,1.1835962339179608e-35,1.1642265475129927,1.1642265475129927,#c9c9c9,#FF0000,1.9806966185936143,2.5561874596971554
107,Postmaturity_Baby,"Nitrofurantoin, Oral",0.5036019256924789,1.9311200110769897e-35,1.1571396911928715,1.1571396911928715,#0000ff,#FF0000,0.4519502292617092,0.5611567007620946
108,BPD_OLD_Baby,"Butalbital, Oral",1.82840255181713,2.666215358454109e-35,1.1524701591399305,1.1524701591399305,#c9c9c9,#FF0000,1.6620456615980037,2.0114103774243794
109,Other_Resp_Dis_Baby,"Butalbital, Oral",1.8362454240356487,2.8572568994583174e-35,1.1514683569971438,1.1514683569971438,#c9c9c9,#FF0000,1.6679741791841425,2.0214924783434665
110,BPD_OLD_Baby,"Escitalopram, Oral",2.0543928778080467,3.2077941684691266e-35,1.1497931168820683,1.1497931168820683,#c9c9c9,#FF0000,1.8331358116831808,2.302355378957518
111,BPD_OLD_Baby,"Caffeine, Oral",1.8339498890223032,3.9167282609442495e-35,1.146902551945479,1.146902551945479,#c9c9c9,#FF0000,1.665891543128093,2.01896228438102
112,Other_Resp_Dis_Baby,"Caffeine, Oral",1.8412752285378664,4.619063344361106e-35,1.144514869397888,1.144514869397888,#c9c9c9,#FF0000,1.6713158043582688,2.0285181641831804
113,Other_Resp_Dis_Baby,"Nitrofurantoin, Oral",1.339526006433219,9.841502995317851e-35,1.1335646190335662,1.1335646190335662,#c9c9c9,#FF0000,1.278529840904275,1.4034321800747644
114,TTN_Baby,"Insulin lispro, Injection",2.7233200214258675,1.6043991211282451e-34,1.1264895861530648,1.1264895861530648,#c9c9c9,#FF0000,2.320092869248775,3.196627185661052
115,NAS_Baby,"Citalopram, Oral",11.368110768909716,6.4972705917668495e-34,1.1062423015266603,1.1062423015266603,#c9c9c9,#FF0000,7.678001943666831,16.831715256441054
116,Hypoglycemia_Baby,"Insulin glargine, Subcutaneous",4.24338904936521,7.57475613000752e-34,1.1040210448250882,1.1040210448250882,#c9c9c9,#FF0000,3.3594185127360863,5.359960527694797
117,Hypoglycemia_Baby,"Insulin aspart, Subcutaneous",3.3344630737215284,9.00349941417998e-34,1.1015196219783845,1.1015196219783845,#c9c9c9,#FF0000,2.7440845133247107,4.051859166881549
118,Postmaturity_Baby,"Azithromycin, Oral",0.6065853718427439,1.623956716048643e-33,1.0929808516786899,1.0929808516786899,#0000ff,#FF0000,0.5592700374751836,0.6579036756460009
119,BPD_OLD_Baby,"Oxycodone, Oral",1.6792360470284151,2.115190962759325e-33,1.0891550139243862,1.0891550139243862,#c9c9c9,#FF0000,1.5433875623476414,1.827041872328152
120,IVH_Baby,"Methyldopa, Oral",3.656110293044827,1.0357774249188804e-32,1.0661577852931363,1.0661577852931363,#c9c9c9,#FF0000,2.9537583905826907,4.525469150600156
121,Hypoglycemia_Baby,"Insulin lispro, Subcutaneous",3.0173824535606686,2.663320398563043e-32,1.0524858861536517,1.0524858861536517,#c9c9c9,#FF0000,2.512931596394259,3.623097773182427
122,RDS_Baby,"Betamethasone, Injection",4.917389791264702,8.975666226294275e-32,1.0348977768561307,1.0348977768561307,#c9c9c9,#FF0000,3.7683394987799503,6.416811003112416
123,Other_Resp_Dis_Baby,"Oxycodone, Oral",1.6650872579154457,1.326025116775294e-31,1.0292482749902268,1.0292482749902268,#c9c9c9,#FF0000,1.5287328236301498,1.8136037465910653
124,BPD_OLD_Baby,"Hydroxyprogesterone caproate, Route Not Applicable",2.4308080074579883,1.4431787386069731e-31,1.028022662597564,1.028022662597564,#c9c9c9,#FF0000,2.0944598888099115,2.821170078592108
125,Other_Resp_Dis_Baby,"Citalopram, Oral",2.150588820235118,3.0070051173651022e-31,1.0173955277603393,1.0173955277603393,#c9c9c9,#FF0000,1.890156902996449,2.4469038873906475
126,NAS_Baby,"Bupropion, Oral",8.64184170553598,6.700999917028032e-31,1.0057953462480511,1.0057953462480511,#c9c9c9,#FF0000,5.994932911372647,12.457425156813198
127,Jaundice_Baby,"Methyldopa, Oral",1.3425644924216715,9.454089626378168e-31,1.0008126761609337,1.0008126761609337,#c9c9c9,#FF0000,1.2769834577331536,1.4115135207085177
128,Other_Resp_Dis_Baby,"Glyburide, Oral",1.5359885972517964,1.0172237272849351e-30,0.9997527839409401,0.9997527839409401,#c9c9c9,#FF0000,1.4278525718035215,1.6523141236546268
129,BPD_OLD_Baby,"Hydrocodone, Oral",1.4206109662106294,3.8498579097763654e-30,0.9804851766366328,0.9804851766366328,#c9c9c9,#FF0000,1.337448688016048,1.5089442573767604
130,Other_Resp_Dis_Baby,"Hydrocodone, Oral",1.424439008382716,4.373869097125551e-30,0.9786378072946644,0.9786378072946644,#c9c9c9,#FF0000,1.3403533038795743,1.5137997442386544
131,BPD_OLD_Baby,"Citalopram, Oral",2.110227796097084,6.738260499070264e-30,0.9723817401113259,0.9723817401113259,#c9c9c9,#FF0000,1.855086458462262,2.4004602756423736
132,Hypoglycemia_Baby,"Metformin, Oral",2.281639289617982,1.3505660939699704e-29,0.9623161385821297,0.9623161385821297,#c9c9c9,#FF0000,1.9774057129086664,2.632680695693378
133,BPD_OLD_Baby,"Glyburide, Oral",1.5190138060523044,1.6169112753768757e-29,0.9597104603480263,0.9597104603480263,#c9c9c9,#FF0000,1.412599168171517,1.6334449254732564
134,ROP_Baby,"Hydroxyprogesterone caproate, Route Not Applicable",4.659355259053452,2.2590324349395598e-29,0.9548692511160801,0.9548692511160801,#c9c9c9,#FF0000,3.563801050728096,6.0916956701704
135,BPD_OLD_Baby,"Insulin glargine, Subcutaneous",2.919213124412297,2.655021432533545e-29,0.9525310656248975,0.9525310656248975,#c9c9c9,#FF0000,2.4217018359983684,3.518932487503282
136,IVH_Baby,"Progesterone, Oral",7.338426924619328,2.829611686554892e-29,0.9516091053171232,0.9516091053171232,#c9c9c9,#FF0000,5.182759466447323,10.390702110837626
137,Postmaturity_Baby,"Glyburide, Oral",0.1684039907677673,2.882199408073076e-29,0.9513425325116885,0.9513425325116885,#0000ff,#FF0000,0.1234060628916496,0.2298096498825202
138,Other_Resp_Dis_Baby,"Insulin glargine, Subcutaneous",2.933622842225116,3.2891207222231646e-29,0.9494306728699945,0.9494306728699945,#c9c9c9,#FF0000,2.43079686620829,3.5404616074930897
139,NAS_Baby,"Fluoxetine, Oral",8.371716255195881,3.866035487620479e-29,0.9470911387918749,0.9470911387918749,#c9c9c9,#FF0000,5.7728843986154805,12.14048787713811
140,NEC_Baby,"Labetalol, Oral",5.282660451569149,3.987676076687014e-29,0.946642670904866,0.946642670904866,#c9c9c9,#FF0000,3.9480081560874254,7.068501467896867
141,Other_Resp_Dis_Baby,"Hydroxyprogesterone caproate, Route Not Applicable",2.3737772473130527,4.9288499666301706e-29,0.9435751467165191,0.9435751467165191,#c9c9c9,#FF0000,2.0400480242499848,2.7621008686463404
142,RDS_Baby,"Hydrocodone, Oral",1.508252638135811,7.831262021034664e-29,0.9368722748338867,0.9368722748338867,#c9c9c9,#FF0000,1.4030695769367036,1.6213208937294614
143,RDS_Baby,"Hydralazine, Oral",8.341612797074907,3.148593122517338e-28,0.916729448583867,0.916729448583867,#c9c9c9,#FF0000,5.719564907802114,12.16569882114734
144,LGA_Baby,"Calcium, Oral",0.8495407418256371,1.7131185354184398e-27,0.8922070861985402,0.8922070861985402,#0000ff,#FF0000,0.8249132148744965,0.8749035159188924
145,ROP_Baby,"Nitrofurantoin, Oral",1.7843802127123107,2.2631111417986934e-27,0.8881764705746917,0.8881764705746917,#c9c9c9,#FF0000,1.606977418476775,1.981367446057393
146,NAS_Baby,"Escitalopram, Oral",8.66058892594979,3.5991406505203364e-27,0.8814600393752419,0.8814600393752419,#c9c9c9,#FF0000,5.852460060555852,12.81611489325743
147,TTN_Baby,"Acetaminophen, Oral",1.3443131221910152,4.318445893740246e-27,0.8788224172451028,0.8788224172451028,#c9c9c9,#FF0000,1.2738999337517296,1.418618309503073
148,Postmaturity_Baby,"Labetalol, Oral",0.1584076083772729,8.856766634923149e-27,0.8684241599435064,0.8684241599435064,#0000ff,#FF0000,0.1130763588237788,0.2219117298507376
